order_id,user_id,order_time,category,product,price,qty,is_purchase
O000102,u03969,2025-01-04 15:50:00,Sports,Shoes,23.73,7,1
O000103,u03863,2025-01-02 18:36:00,Food,Noodles,26.37,1,1
O000104,u02808,2025-01-07 12:27:00,Fashion,Jeans,33.4,0,1
O000105,u01804,2025/01/04 04:53:00,Food,Noodles,45.42,4,0
O000106,u00819,2025/01/01 11:53:00,,Shampoo,27.1,1,1
O000107,u02450,2025-01-04T02:23:00,Fashion,Cap,46.3,3,1
O000108,u01359,2025/01/09 20:06:00,Sports,Jersey,8.54,3,1
O000109,u01278,2025-01-02 23:49:00,Food,Noodles,24.32,4,1
O000110,u00950,2025-01-06 21:47:00,Sports,Jersey,39.56,3,1
O000111,u02162,2025-01-03T16:33:00,Home,Lamp,12.67,1,1
O000112,u02202,2025-01-02 12:28:00,Home,Bedding,32.87,3,1
O000113,u03260,2025-01-02 09:58:00,Sports,Dumbbell,17.85,1,1
O000114,u01220,2025/01/02 01:08:00,Sports,YogaMat,15.25,1,1
O000115,u00690,2025/01/07 20:19:00,Food,Cereal,25.39,1,1
O000116,u02366,2025-01-10T06:11:00,Home,Lamp,6.24,1,1
O000117,u01630,2025-01-10 10:47:00,Book,Magazine,22.93,1,1
O000118,u03614,2025/01/03 21:42:00,Home,Lamp,21.49,2,0
O000119,u01408,2025-01-01 12:58:00,Sports,YogaMat,65.82,2,1
O000120,u00873,2025-01-05 13:16:00,Home,Bedding,21.13,3,1
O000121,u02697,2025/01/02 21:01:00,Food,Coffee,61.21,1,1
O000122,u03125,2025-01-01T10:42:00,  Fashion ,Tshirt,5.62,1,1
O000123,u01601,2025/01/13 14:56:00,Beauty,Perfume,15.43,1,1
O000124,u02143,2025-01-05 14:42:00,Beauty,Perfume,19.88,4,1
O000125,u03663,2025-01-07 02:25:00,  Beauty ,Perfume, 14.51 ,3,1
O000126,u00490,2025-01-02 20:06:00,Beauty,Perfume,10.7,3,1
O000127,u03001,2025-01-02 07:21:00,,Serum,free,1,0
O000128,u02915,2025-01-02 09:23:00,Food,Snack,16.85,1,1
O000129,u01337,2025/01/23 18:29:00,Food,Noodles,5.46,1,1
O000130,u00881,2025/01/04 03:38:00,Sports,Shoes,37.0, 1 ,1
O000131,u01525,2025/01/05 20:29:00,Home,Bedding,33.68,4,1
O000132,u02799,2025/01/02 11:36:00,Fashion,Jeans,27.79,2,0
O000133,u01567,2025/01/06 13:45:00,Sports,Bottle,18.63,2,1
O000134,u02186,2025/01/04 23:28:00,Sports,Bottle,20.41,2,0
O000135,u02017,,Beauty,,14.64,1,1
O000136,u03935,2025-01-07 16:33:00,IT,GPU,19.48,3,1
O000137,u02986,2025/01/11 04:44:00,IT,Headset,34.68,3,1
O000138,u00047,2025-01-08 15:00:00,Food,,21.72,1,1
O000139,u00137,2025-01-11 13:52:00,Food,Snack,32.88,2,0
O000140,u03792,2025/01/02 14:01:00,  Home ,AirFryer,free,1,1
O000141,u00474,2025-01-05 10:43:00,Food,Sauce,33.99,1,1
O000142,u02268,2025-01-10 18:08:00,IT,Headset,45.65,2,1
O000143,,2025-01-05T05:08:00,Book,Novel,46.11,2,0
O000144,u03202,2025-01-05 16:34:00,Fashion,Tshirt,14.79,2,1
O000145,u01622,2025-01-03T14:22:00,Food,,27.09,2,1
O000146,u01810,2025-01-06T17:02:00,Book,Magazine,34.51,1,1
O000147,u01509,2025/01/08 21:38:00,  Sports ,Jersey,12.75, 3 ,1
O000148,u00907,2025-01-06 00:29:00,  Home ,Desk,15.03,1,1
O000149,u00894,2025-01-02T05:39:00,Fashion,Jacket,53.1,4,0
O000150,u02119,2025-01-07 00:38:00,Sports,Dumbbell,18.79,2,1
O000151,u03714,2025/01/14 14:47:00,Home,Lamp,13.0,2,0
O000152,u02399,2025/01/17 16:22:00,Food,Noodles,18.03,2,1
O000153,u02932,2025-01-01T10:26:00,Book,,106.43,1,
O000154,u02993,2025/01/06 02:29:00,  Food ,,26.51,6,1
O000155,u02814,2025-01-04 03:53:00,Book,Comics,112.53, 5 ,1
O000156,u00197,2025-01-03 14:26:00,Home,Chair,-33.59,1,1
O000157,u01158,2025-01-05 14:47:00,IT,Keyboard,13.37,NaN,1
O000158,,2025-01-08 18:20:00,IT,Keyboard,9.09,2,1
O000159,u01347,2025-01-02 09:52:00,Food,Noodles,12.49,1,1
O000160,u03287,2025/01/06 03:51:00,Beauty,Perfume,22.43,3,1
O000161,u03577,2025-01-19 08:47:00,Food,Chocolate, 13.33 ,1,1
O000162,u02077,2025-01-01 19:53:00,Book,Ebook,33.45,-1,1
O000163,u02083,2025-01-14T00:26:00,Beauty,Serum,15.34,3,1
O000164,u02876,2025/01/01 12:57:00,IT,Laptop,36.77,1,1
O000165,u02698,2025-01-05 11:05:00,  Beauty ,Shampoo,21.05,2,1
O000166,u01017,2025-01-02T06:29:00,Food,Noodles,60.49,2,0
O000167,u00729,2025-01-04 06:03:00,Beauty,Shampoo,40.44,,1
O000168,u01094,2025-01-02 06:38:00,Sports,Dumbbell,11.07,1,1
O000169,u01563,2025-01-07T12:35:00,Fashion,,16.08,2,0
O000170,u01839,2025-01-01T22:39:00,Book,Workbook,15.85,1,0
O000171,u02346,2025/01/02 21:08:00,Beauty,Cleanser,19.88,2,1
O000172,u00037,2025-01-03T06:15:00,IT,GPU,21.38,5,0
O000173,u01313,2025-01-13 17:34:00,Beauty,,9.01,1,1
O000174,u00098,2025/01/03 23:40:00,Fashion,Socks,70.73,0,1
O000175,u03475,2025-01-04 12:23:00,IT,GPU,51.83,2,1
O000176,u02654,2025-01-12 14:28:00,  Food ,Snack,6.67,3,1
O000177,u03491,2025-01-06T21:49:00,IT,Router,29.51,4,1
O000178,u03927,2025-01-11T08:11:00,Fashion,Jeans,149.43,1,1
O000179,u00314,2025/01/05 19:42:00,Home,Chair,9.23,2,0
O000180,u01626,2025/01/01 09:28:00,Food,Chocolate,34.16,2,1
O000181,u00847,2025-01-06T10:20:00,  Beauty ,Cleanser,28.61,1,0
O000182,u03555,2025/01/14 23:45:00,,Noodles,44.24,1,0
O000183,u00661,2025/01/06 11:13:00,Home,  Vacuum ,19.91,2,1
O000184,u03553,2025-01-03T05:25:00,Fashion,Jeans,27.64,1,1
O000185,u00727,2025-01-07 09:17:00,Fashion,Cap,13.88,2,0
O000186,u03120,2025-01-03 00:33:00,Sports,Bottle,,NaN,1
O000187,u03295,2025-01-03T14:14:00,Food,Noodles,113.98,1,1
O000188,u00566,2025-01-01T18:24:00,Sports,Bottle,23.16,1,1
O000189,u02495,2025/01/10 06:12:00,IT,  Headset ,37.51,3,1
O000190,u00002,2025-01-03 19:42:00,Book,Novel,17.51,2,
O000191,u02074,2025-01-02T11:17:00,IT,Keyboard,23.46,1,1
O000192,u00903,2025-01-11T20:14:00,Home,,35.6,5,1
O000193,u02044,2025-01-02T10:33:00,Home,Desk,31.75, 1 ,1
O000194,u03675,2025-01-07 23:23:00,Beauty,Cleanser, 27.79 ,2,
O000195,u01555,2025-01-03T11:14:00,Beauty,Lotion,24.95,4,1
O000196,u00966,2025-01-06 08:56:00,Beauty,  MaskPack ,24.97,1,1
O000197,u02580,2025-01-03 15:22:00,IT,Router,28.03,1,1
O000198,u01174,2025-01-03 10:30:00,Fashion,Socks,18.41,1,0
O000199,u01696,2025/01/02 19:21:00,Book,Textbook,28.8,3,1
O000200,u01268,2025-01-12T16:07:00,Book,  Textbook ,41.84,1,1
O000201,u02311,2025-01-16T21:03:00,Fashion,Cap, 25.77 , 1 ,1
O000202,u01764,2025/01/04 23:09:00,Sports,Shoes,46.49,4,1
O000203,u03313,2025-01-01 23:36:00,Food,Noodles,,5,1
O000204,u02022,2025-01-03 06:51:00,Book,  Comics ,39.5,1,1
O000205,u03159,2025-01-07 15:46:00,Fashion,Jeans,7.69,1,1
O000206,u00967,2025-01-04 08:04:00,Home,  Vacuum ,11.89,3,1
O000207,u00631,2025-01-06 12:46:00,Home,AirFryer,27.11,4,1
O000208,u03554,2025-01-02T09:53:00,Sports,Ball,32.97,1,1
O000209,u02799,2025-01-01 15:56:00,Fashion,Cap,16.74,1,1
O000210,u02482,2025-01-09 05:18:00,Home,Chair,50.07,5,0
O000211,u00415,2025-01-02 17:46:00,Home,Desk,17.61,1,1
O000212,u03697,2025/01/12 23:54:00,Food,Chocolate,35.86,3,1
O000213,u01237,2025/01/07 05:59:00,IT,SSD,29.12,1,1
O000214,  u01977 ,2025-01-04 06:00:00,Book,Magazine,29.98,1,1
O000215,u01249,2025-01-01 19:16:00,Beauty,Lotion,24.05,1,1
O000216,u02859,2025/01/11 22:01:00,Book,Textbook,72.0,2,1
O000217,u01433,2025-01-05 23:12:00,Beauty,MaskPack,54.29,3,1
O000218,u00835,2025-01-11 21:28:00,Beauty,Shampoo,12.44, 3 ,1
O000219,u03541,2025-01-03T14:25:00,IT,Laptop,22.19,6,0
O000220,u02803,2025-01-10 19:08:00,Food,Tea,26.79,1,1
O000221,u00985,2025/01/23 09:45:00,Beauty,Serum,40.07,2,1
O000222,u00485,2025-01-05 15:31:00,,Comics,10.04,2,1
O000223,u00946,2025-01-19T15:32:00,Home,Chair,28.49,1,1
O000224,u00726,2025-01-16 17:06:00,Fashion,  Cap ,63.21,3,1
O000225,u03012,2025-01-01T17:17:00,IT,Headset,46.72,1,1
O000226,u00555,2025-01-01 14:14:00,Fashion,Sneakers,13.25,2,1
O000227,u03891,2025/01/07 17:18:00,Book,Magazine,62.76,4,1
O000228,u01879,2025-02-02 20:12:00,Fashion,Sneakers,free,1,1
O000229,u00133,2025-01-02T17:15:00,  Home ,AirFryer,36.2,2,1
O000230,u01751,2025/01/07 16:07:00,Sports,Ball,44.36,1,1
O000231,u02153,2025/01/04 08:34:00,Beauty,Shampoo,36.24,3,1
O000232,u03302,2025-01-24T07:10:00,Home,Desk,23.12,2,1
O000233,u00557,2025-01-12 10:21:00,Fashion,Jeans,11.58,2,0
O000234,u01537,2025-01-12T14:37:00,Home,AirFryer,58.34,2,1
O000235,  u02073 ,2025-01-04T23:34:00,IT,Router,51.91,5,1
O000236,u02435,2025-01-02T01:49:00,Sports,  YogaMat ,32.95,1,0
O000237,u02223,2025-01-06T04:17:00,Food,Chocolate,15.73,2,1
O000238,u01457,2025-01-04 16:58:00,Food,Tea,24.32,2,1
O000239,u00752,2025-01-04 23:10:00,Home,Bedding,22.11,1,0
O000240,u02544,2025-01-12 06:15:00,Book,Ebook,16.23,2,1
O000241,u01663,2025/01/02 20:57:00,IT,Keyboard,13.73,,1
O000242,  u02368 ,2025-01-06 16:21:00,Fashion,Jeans,23.84,2,0
O000243,  u00450 ,2025-01-01 20:15:00,Sports,Shoes,27.8,2,1
O000244,u03625,2025-01-01 18:54:00,Fashion,Socks,7.21,-1,0
O000245,u03796,2025-01-10 06:59:00,Beauty,Shampoo,72.14,1,0
O000246,u02596,2025-01-01 22:43:00,Beauty,Shampoo,36.04,1,1
O000247,u02689,2025-01-12T17:01:00,Food,Sauce, 72.76 ,2,1
O000248,u03275,2025-01-13 20:16:00,Beauty,Lotion,30.41,4,1
O000249,u03082,2025-01-01 19:21:00,Beauty,  Serum ,69.52,3,1
O000250,u02393,2025/01/02 21:50:00,Fashion,Sneakers,-27.63,1,1
O000251,u00233,2025/01/07 07:20:00,Beauty,Perfume,33.57,2,1
O000252,u02836,2025-02-01T11:49:00,Home,Lamp,17.39,3,1
O000253,u02931,2025-01-01 12:09:00,Food,,18.15,2,1
O000254,u03217,2025-01-12T14:16:00,IT,Monitor,1114.0,1,1
O000255,u01574,2025-01-08 12:15:00,Home,Desk,9.61,3,1
O000256,  u00230 ,2025/01/06 07:38:00,Food,Sauce,81.54,4,1
O000257,u03362,2025/01/02 02:48:00,Sports,YogaMat,56.04,2,1
O000258,u00711,2025-01-02 20:09:00,Food,Snack,39.1,0,1
O000259,u02841,2025-01-04 14:34:00,Sports,Jersey,33.99,3,1
O000260,u02211,2025-01-02 07:48:00,  Beauty ,Serum,19.64,2,1
O000261,u00120,2025-01-09T13:59:00,Fashion,Cap,11.28,2,0
O000262,u00730,2025-01-20 18:44:00,Fashion,Jacket,49.23,1,1
O000263,u00941,2025-01-11 03:23:00,IT,Headset,6.98,0,1
O000264,u00138,2025-01-06 16:00:00,Fashion,Cap,28.57,1,1
O000265,u01900,2025-01-04 21:49:00,Sports,Dumbbell,40.78,1,1
O000266,u02109,2025-01-01 23:49:00,Home,Lamp,51.09,4,1
O000267,u03678,2025-01-01 13:21:00,Food,Chocolate,37.96,1,1
O000268,u01601,2025/01/04 16:14:00,Book,Comics,25.31,1,1
O000269,u03881,2025-01-12 13:54:00,Beauty,Perfume,26.67,3,1
O000270,u02193,2025-01-07 10:33:00,Food,Coffee,32.19,2,0
O000271,u00103,2025-01-02T14:03:00,Fashion,Sneakers,47.7,1,0
O000272,u00165,2025-01-07 12:52:00,Book,Workbook,13.15,2,1
O000273,u02471,2025-01-17T09:47:00,Beauty,Shampoo,,2,0
O000274,u00671,2025/01/01 12:06:00,Sports,Bottle,33.03,0,1
O000275,u02327,2025-01-07T04:26:00,Sports,Dumbbell,12.76,3,0
O000276,u02642,2025-01-07 06:59:00,Book,Novel,65.28,1,1
O000277,u01117,2025/01/12 16:48:00,Food,Noodles,23.61,1,0
O000278,u03373,2025/01/03 12:48:00,Book,Novel,29.88,4,1
O000279,u03354,2025-01-01T08:46:00,Book,Novel,26.37,5,1
O000280,u00078,2025-01-04 03:15:00,Sports,  Jersey , 13.23 ,1,1
O000281,u01137,2025-01-02 18:22:00,Beauty,Cleanser,16.72,NaN,0
O000282,u01945,2025/01/06 11:19:00,Food,Cereal,11.09,1,1
O000283,u01872,2025/01/04 22:58:00,Beauty,Perfume,25.42,3,0
O000284,u02847,2025-01-03 15:39:00,Beauty,Lotion,48.22,1,0
O000285,u01143,2025-01-09 09:01:00,Book,Magazine,99.2,2,1
O000286,u01203,2025-01-02 13:03:00,Home,Vacuum,37.91,3,1
O000287,u01280,2025-01-02 21:12:00,Home,Vacuum,38.68,1,1
O000288,u02392,2025/01/16 11:17:00,IT,GPU,29.04,1,1
O000289,u02851,2025/01/03 04:42:00,Fashion,Cap,8.88,1,1
O000290,u00195,2025-01-03T09:43:00,Food,Chocolate,23.13,2,1
O000291,u02111,2025-01-02 10:38:00,,Socks,13.61,2,1
O000292,u00617,2025-01-05 11:18:00,Home,Bedding,21.44,1,0
O000293,u00828,2025-01-19 15:18:00,Book,Comics,9.43,1,1
O000294,u02339,2025-01-06 21:42:00,Home,AirFryer,31.95,3,1
O000295,u01042,2025/01/04 06:35:00,Sports,Ball,33.11,4,1
O000296,u03231,2025/01/09 18:12:00,Home,Desk,11.27,3,1
O000297,u03603,2025-01-06 18:22:00,Sports,Bottle,16.38,2,1
O000298,u02628,2025-01-08 18:00:00,Home,Desk,29.0,2,1
O000299,u02430,2025/01/06 12:33:00,Sports,Shoes,25.19,2,1
O000300,u03925,2025-01-04 02:06:00,Food,Coffee,22.46,1,1
O000301,u01674,2025-01-04 10:31:00,Sports,Dumbbell,15.15,3,0
O000302,u01452,2025-01-01T22:39:00,  Beauty ,Perfume,65.59,3,1
O000303,u01067,2025-01-03T18:27:00,IT,GPU,12.67,2,1
O000304,u01803,2025-01-05 09:36:00,,Monitor,16.01,1,1
O000305,u03072,2025/01/05 15:32:00,Beauty,,16.89,1,1
O000306,u00333,2025-01-03 13:59:00,Fashion,,37.37, 3 ,1
O000307,u03899,2025/01/18 21:29:00,Beauty,  MaskPack ,25.99,5,1
O000308,u03409,2025-01-02 13:54:00,Food,Chocolate, 16.3 ,1,1
O000309,u01792,2025-01-03 16:56:00,IT,Router,63.44,1,0
O000310,  u01896 ,2025-01-04 03:57:00,Book,Textbook,20.41,3,1
O000311,u01955,2025-01-06T18:16:00,Fashion,Socks,25.66,3,1
O000312,u00991,2025-01-09 03:40:00,Fashion,Socks,51.23,1,
O000313,u02921,2025-01-08 04:28:00,Fashion,Sneakers,33.19,1,1
O000314,u02551,2025/01/03 08:09:00,Home,Lamp,34.79,1,1
O000315,u01935,2025-01-04 03:26:00,Sports,Dumbbell,8.15,1,1
O000316,u01764,2025-01-05T03:36:00,IT,  Monitor ,33.27,3,1
O000317,,2025-01-13 00:28:00,IT,Laptop,18.86,4,1
O000318,u01175,2025-01-04 04:46:00,Beauty,Serum,49.39,4,1
O000319,u01386,2025-01-07 00:34:00,Food,Noodles,24.95,1,1
O000320,u03688,2025-01-12 08:04:00,Beauty,Shampoo,24.4,1,1
O000321,u02261,2025-01-02T05:06:00,,Chocolate,5.39,4,1
O000322,u03019,2025/01/01 11:29:00,IT,Router,25.49,1,1
O000323,u02915,2025-01-20 02:09:00,Fashion,Sneakers,25.38,1,1
O000324,u00530,2025-01-05T06:04:00,Home,AirFryer,33.71,1,1
O000325,u03211,2025-01-06 16:52:00,Beauty,MaskPack,11.87,1,0
O000326,u03120,2025/01/01 16:26:00,Fashion,Socks,35.16, 1 ,0
O000327,u02638,2025-01-02 01:15:00,  Beauty ,Lotion,,2,1
O000328,u02186,2025-01-07T21:05:00,  Beauty ,Cleanser,19.17,1,1
O000329,u02922,2025-01-10 16:14:00,IT,SSD,27.01,1,1
O000330,u03743,2025-01-05 11:49:00,IT,SSD,24.58,2,1
O000331,u02543,2025-01-02 12:51:00,Food,Cereal,22.71,1,1
O000332,,2025-01-08 16:22:00,Beauty,Shampoo,44.42,2,
O000333,u02277,2025-01-01 10:35:00,Home,Bedding,17.36,0,1
O000334,u00082,2025/01/05 14:11:00,Sports,Shoes,5.18,2,1
O000335,u02261,2025/01/05 17:51:00,Book,Workbook,13.51,1,1
O000336,,2025-01-05 01:19:00,Fashion,Socks,24.08,2,1
O000337,u02343,2025-01-03T22:51:00,Sports,YogaMat,22.11,1,1
O000338,u01367,2025-01-18 14:28:00,Beauty,Serum,68.51,3,1
O000339,u00214,2025-01-01 13:13:00,Food,Sauce,36.85,3,1
O000340,u02429,2025/01/06 14:53:00,Sports,Dumbbell,18.31,5,1
O000341,u01511,2025/01/08 18:18:00,IT,Mouse,12.0,1,1
O000342,u00430,2025-01-01 19:48:00,Fashion,Tshirt,25.47, 2 ,0
O000343,u03136,2025/01/03 17:22:00,Food,Snack,10.93,1,1
O000344,u02708,2025/01/02 09:30:00,Book,Ebook,13.7,2,0
O000345,u00219,2025-01-03 01:03:00,Home,Lamp,49.97,1,0
O000346,u02381,2025/01/01 19:25:00,,Socks,37.76,1,1
O000347,u02545,2025-01-06 15:16:00,Food,  Noodles ,20.21,4,1
O000348,u01349,2025-01-20T12:59:00,Food,Tea,,3,1
O000349,u03118,2025-01-07 06:28:00,Book,Magazine,38.38,4,1
O000350,u00040,2025-01-03T15:03:00,Fashion,Socks,35.02,1,1
O000351,u01601,2025-01-06 14:33:00,IT,Headset,8.65,2,1
O000352,u00046,2025-01-02 13:19:00,Book,Comics,7.62,2,1
O000353,u00827,2025-01-09 03:33:00,IT,Mouse,22.19,3,0
O000354,u03004,2025/01/05 17:00:00,Fashion,  Sneakers ,29.07,5,1
O000355,u03140,2025-01-08 12:36:00,  Sports ,, 23.18 ,2,1
O000356,u00575,2025-01-11 12:55:00,,Jacket,23.3,2,1
O000357,u02704,2025/01/07 19:40:00,  IT ,Headset,34.44,3,1
O000358,u00685,2025-01-04 18:32:00,IT,Headset,8.53,3,1
O000359,u00896,2025/01/28 00:38:00,Fashion,Jacket,40.33,1,1
O000360,u00277,2025-01-04 04:26:00,Food,Snack,14.07,1,1
O000361,u03783,2025-01-02 11:46:00,Home,AirFryer,37.78,2,1
O000362,u02948,2025/01/09 06:50:00,Book,Ebook,58.43,3,1
O000363,u01737,2025-01-18 22:54:00,Book,Ebook,15.32,1,1
O000364,u03713,2025-01-02 05:29:00,Food,Chocolate,36.2,,1
O000365,u03852,2025-01-13 09:46:00,Fashion,  Socks ,69.14,3,1
O000366,u03014,2025/01/07 22:35:00,Book,,19.3,2,0
O000367,u03691,2025-01-10 02:46:00,IT,Monitor,9.82,1,1
O000368,u00690,2025/01/06 06:17:00,Sports,Jersey,627.96,1,1
O000369,u01675,2025-01-05 21:39:00,Fashion,Socks,61.88,0,1
